description,timestamp,cleaned_description
"Justice Thomas goes after Special Counsel appointments in the ruling on Trump's claim of presidential immunity.

Link in bio to read the whole ruling!",2024-07-01 19:00:31,"Justice Thomas goes after Special Counsel appointments in the ruling on Trumps claim of presidential immunity

Link in bio to read the whole ruling"
"BREAKING: At the very least, the case against Trump is far from over.

Link in bio for MORE.",2024-07-01 18:06:09,"BREAKING At the very least the case against Trump is far from over

Link in bio for MORE"
🤦‍♂️🤦‍♂️🤦‍♂️,2024-07-01 16:52:45,
"Biden’s $230 million Gaza pier has been removed due to heavy winds and high seas and it is unclear if and when the military might reinstall it.

Link in bio for MORE.",2024-06-28 22:08:26,"Bidens 230 million Gaza pier has been removed due to heavy winds and high seas and it is unclear if and when the military might reinstall it

Link in bio for MORE"
"It was a rough day for progressives at the Supreme Court.

Link in bio for MORE.",2024-06-28 21:18:05,"It was a rough day for progressives at the Supreme Court

Link in bio for MORE"
"The crew of a United Airlines flight ejected a Texas mom scrambling to get her young child and elderly mother settled on the plane after she accidentally addressed a transgender-identifying employee with male pronouns.

Link in bio for MORE.",2024-06-27 21:00:40,"The crew of a United Airlines flight ejected a Texas mom scrambling to get her young child and elderly mother settled on the plane after she accidentally addressed a transgenderidentifying employee with male pronouns

Link in bio for MORE"
"What's WRONG With Joe Biden? - @sjoylehman explains why having a U.S. President (let alone one running for re-election) in the mental and physical state that Joe Biden is in is completely ridiculous.

Link in bio for MORE.",2024-06-27 19:18:12,"Whats WRONG With Joe Biden  sjoylehman explains why having a US President let alone one running for reelection in the mental and physical state that Joe Biden is in is completely ridiculous

Link in bio for MORE"
"The U.S. Navy Nimitz-class aircraft carrier USS Carl Vinson (CVN-70) transits the Pacific Ocean on its way to participate in Exercise Rim of the Pacific 2024, June 22, 2024. (Photo: Mass Communication Specialist Third Class Marissa A. Johnson/U.S. Navy)

Every Monday, National Review posts Defending America, a gallery of recent U.S. armed forces deployments and training exercises featuring images by photographers serving in the Army, Navy, Air Force, Marine Corps, and Coast Guard.

Link in bio for MORE",2024-06-24 17:11:07,"The US Navy Nimitzclass aircraft carrier USS Carl Vinson CVN70 transits the Pacific Ocean on its way to participate in Exercise Rim of the Pacific 2024 June 22 2024 Photo Mass Communication Specialist Third Class Marissa A JohnsonUS Navy

Every Monday National Review posts Defending America a gallery of recent US armed forces deployments and training exercises featuring images by photographers serving in the Army Navy Air Force Marine Corps and Coast Guard

Link in bio for MORE"
"Dan McLaughlin: ""We really are gonna find out what would have happened to Jimmy Carter in 1980 if the Republicans had nominated Nixon again.""",2024-06-19 19:30:17,Dan McLaughlin We really are gonna find out what would have happened to Jimmy Carter in 1980 if the Republicans had nominated Nixon again
"If the latest approval numbers are any indication, Biden could be in major trouble when voters hit the polls in November.

Link in bio for MORE.",2024-06-18 18:25:11,"If the latest approval numbers are any indication Biden could be in major trouble when voters hit the polls in November

Link in bio for MORE"
"THE STAT - August 2024

Obamacare just isn't keeping the promises that were made by Democrats.",2024-06-17 22:28:09,"THE STAT  August 2024

Obamacare just isnt keeping the promises that were made by Democrats"
Ex-Special Prosecutor Vs Trump Gets Yanked Out Of CNN Interview Moment He Gets Asked For The Truth,2024-06-14 05:01:06,ExSpecial Prosecutor Vs Trump Gets Yanked Out Of CNN Interview Moment He Gets Asked For The Truth
Want To Troll Your Lib Neighbors & Support Justice Alito At The Same Time? We Have A Flag For That 🇺🇸,2024-06-14 00:12:40,Want To Troll Your Lib Neighbors  Support Justice Alito At The Same Time We Have A Flag For That 
Pete Buttigieg Needs To Go Back To School & Learn Where The Appeal To Heaven Flag Originated From,2024-06-13 20:01:01,Pete Buttigieg Needs To Go Back To School  Learn Where The Appeal To Heaven Flag Originated From
"Show your support for Justice Alito and the rule of law.

National Review is delighted to announce new “Alito flags” based on honored colonial-era American flags and fashioned to show support for the Supreme Court justice.

Both are perfectly suited for showing you have the back of Justice Alito as he comes under sustained attack for flags flown by his wife Martha-Ann Alito; for demonstrating a commitment to originalist jurisprudence; for rejecting politically motivated calls for Alito and other conservative justices to recuse themselves; and yes, for — as circumstances warrant — trolling obnoxious left-wing neighbors who engage in political provocations and then play the victim.

https://www.nationalreview.com/2024/06/introducing-nrs-new-alito-flags/",2024-06-12 23:32:04,"Show your support for Justice Alito and the rule of law

National Review is delighted to announce new Alito flags based on honored colonialera American flags and fashioned to show support for the Supreme Court justice

Both are perfectly suited for showing you have the back of Justice Alito as he comes under sustained attack for flags flown by his wife MarthaAnn Alito for demonstrating a commitment to originalist jurisprudence for rejecting politically motivated calls for Alito and other conservative justices to recuse themselves and yes for  as circumstances warrant  trolling obnoxious leftwing neighbors who engage in political provocations and then play the victim

httpswwwnationalreviewcom202406introducingnrsnewalitoflags"
"Oh Look, Another 'Mostly Peaceful' Pro-Terrorist Protest Where They Grab And Assault A Journalist",2024-06-12 21:34:43,Oh Look Another Mostly Peaceful ProTerrorist Protest Where They Grab And Assault A Journalist
Minneapolis County Attorney Is Shining Example Of Official Failing To Protect Americans From Crime,2024-06-12 01:01:01,Minneapolis County Attorney Is Shining Example Of Official Failing To Protect Americans From Crime
CONFIRMED: Biden Also Has No Rhythm,2024-06-11 23:57:31,CONFIRMED Biden Also Has No Rhythm
"The REAL Reason Some Women Hate Caitlin Clark

@CarolineDowney_ explains the cheap shots being thrown by Caitlin Clark's WNBA opponents...and by members of the left-leaning media.",2024-06-10 23:59:36,"The REAL Reason Some Women Hate Caitlin Clark

CarolineDowney explains the cheap shots being thrown by Caitlin Clarks WNBA opponentsand by members of the leftleaning media"
"The U.S. Navy Arleigh Burke-class guided-missile destroyer USS Ralph Johnson (DDG-114) conducts a replenishment-at-sea with the Nimitz-class aircraft carrier USS Ronald Reagan (CVN-76) in the Philippine Sea, June 4, 2024. (Photo: Mass Communication Specialist First Class Jamaal Liddell/U.S. Navy)

Every Monday, National Review posts Defending America, a gallery of recent U.S. armed forces deployments and training exercises featuring images by photographers serving in the Army, Navy, Air Force, Marine Corps, and Coast Guard.

Link in bio for MORE",2024-06-10 16:34:33,"The US Navy Arleigh Burkeclass guidedmissile destroyer USS Ralph Johnson DDG114 conducts a replenishmentatsea with the Nimitzclass aircraft carrier USS Ronald Reagan CVN76 in the Philippine Sea June 4 2024 Photo Mass Communication Specialist First Class Jamaal LiddellUS Navy

Every Monday National Review posts Defending America a gallery of recent US armed forces deployments and training exercises featuring images by photographers serving in the Army Navy Air Force Marine Corps and Coast Guard

Link in bio for MORE"
'The Nation' Commentator Accuses Justice Thomas's Entire Career Of Being Just To Please 'White People',2024-06-08 01:38:18,The Nation Commentator Accuses Justice Thomass Entire Career Of Being Just To Please White People
"Wait, THIS Is The ""Harassment"" The WNBA Player Who Fouled Caitlin Clark Said She Faced?? Ok 👍",2024-06-07 19:24:55,Wait THIS Is The Harassment The WNBA Player Who Fouled Caitlin Clark Said She Faced Ok 
"What Men They Were

They knew what was worth fighting and dying for.

The men who stormed the beaches of Normandy knew that they had nations behind them that would keep them in ammunition till they bearded the Nazi beast in its lair. By stark contrast, the United Kingdom today barely has enough 155mm shells to defend itself for three days, its military capacity has been entirely hollowed out, and the Royal Navy numbers 19 surface warships but 41 admirals. Britain will not even allow the inflatable small boats used by illegal immigrants to cross the English Channel to be given to the Ukrainian army to cross the Dnieper River because, the government says, they are “unseaworthy."" We were handed a fine inheritance by the Greatest Generation, which we have squandered, frittering away our moral superiority through an obsession with the (undoubted) crimes of well over two centuries ago. Faced with the essentially Nazi ideology of Hamas — whose sole object is to complete in the Middle East what Adolf Hitler nearly achieved in Europe — we crave cease-fires, hypocritically lecture Israel on “proportionality” and embargo her armaments, repeat Hamas propaganda on casualty figures, and allow students to terrify innocent Jews on our university campuses.

Similarly, faced with a totalitarian Russian dictator who is clearly in the Rhineland-Sudetenland phase of his revanchist empire-rebuilding, the isolationist heirs of Charles Lindbergh seek to deny Ukraine the weapons she desperately needs to defend herself. What moral pygmies we are compared with the giants of 80 years ago. We salute the Greatest Generation on this anniversary, while we shame their sacrifice and shun their example. Link in bio for MORE.",2024-06-06 23:09:14,"What Men They Were

They knew what was worth fighting and dying for

The men who stormed the beaches of Normandy knew that they had nations behind them that would keep them in ammunition till they bearded the Nazi beast in its lair By stark contrast the United Kingdom today barely has enough 155mm shells to defend itself for three days its military capacity has been entirely hollowed out and the Royal Navy numbers 19 surface warships but 41 admirals Britain will not even allow the inflatable small boats used by illegal immigrants to cross the English Channel to be given to the Ukrainian army to cross the Dnieper River because the government says they are unseaworthy We were handed a fine inheritance by the Greatest Generation which we have squandered frittering away our moral superiority through an obsession with the undoubted crimes of well over two centuries ago Faced with the essentially Nazi ideology of Hamas  whose sole object is to complete in the Middle East what Adolf Hitler nearly achieved in Europe  we crave ceasefires hypocritically lecture Israel on proportionality and embargo her armaments repeat Hamas propaganda on casualty figures and allow students to terrify innocent Jews on our university campuses

Similarly faced with a totalitarian Russian dictator who is clearly in the RhinelandSudetenland phase of his revanchist empirerebuilding the isolationist heirs of Charles Lindbergh seek to deny Ukraine the weapons she desperately needs to defend herself What moral pygmies we are compared with the giants of 80 years ago We salute the Greatest Generation on this anniversary while we shame their sacrifice and shun their example Link in bio for MORE"
